iteration,psnr_noisy,psnr_gt,psnr_gt_sm
0,11.401400348073242,11.966096450179734,11.966096450179734
1,8.51647923633076,8.799168304144604,12.029362913162577
2,9.777416343997643,10.154254711353332,12.079291522046066
3,12.184854270635375,12.874736565650487,12.144314008625162
4,12.955009847013194,13.799553279766544,12.22962606553268
5,13.928449841806088,15.012119507506121,12.326655440839593
6,14.431324642111873,15.667074106431029,12.435634654347352
7,14.533696538430672,15.798469479592024,12.549565756903892
8,14.65549991266263,15.959617655825769,12.672885125708227
9,14.769103611861137,16.118793106241725,12.80554335397303
10,14.954192719556099,16.377137647542376,12.944993247453688
11,15.041133993185014,16.507132516521185,13.091554836530399
12,15.029891371410152,16.486265555522635,13.233870847031977
13,15.177303125531129,16.694055032035966,13.386102446706643
14,15.147977688171661,16.648899221554178,13.544101214028327
15,15.214943625089086,16.738706029312524,13.698720143737441
16,15.369195694779654,16.967734284706538,13.858362983068455
17,15.332430036697433,16.909073089834262,14.008550448811263
18,15.39384363875476,17.0058922320926,14.16655305366518
19,15.525295160183148,17.1959187320847,14.323479936066214
20,15.410805623535653,17.02126997077596,14.474212434484269
21,15.58661674254229,17.283209405554526,14.620971692372438
22,15.55318503747164,17.23387587738667,14.759064272732154
23,15.695889560084677,17.450160867787258,14.899247079416241
24,15.670498362952976,17.414457221459276,15.046893936965084
25,15.836544803554238,17.666064598205764,15.189178533325045
26,15.679895940759327,17.429371207401417,15.323504396447056
27,15.595734350610108,17.29815213136384,15.437487930322181
28,15.752361976349915,17.531270925169384,15.549012040285088
29,15.805770974191873,17.615030063961235,15.65670382976988
30,15.786284518783752,17.588916757716532,15.7644771273929
31,15.78461908538639,17.585478937978493,15.868871913752422
32,15.88463817244408,17.741200617604424,15.97283726008277
33,15.892409798507817,17.750595027087357,16.071665105562026
34,15.896606035842302,17.753134336179887,16.15999945819304
35,15.785155481927271,17.584766502631823,16.239766426189426
36,15.901119982624294,17.76330755010368,16.319532620202388
37,15.902690485227524,17.76851151221235,16.39554733615701
38,16.013616029626046,17.94107337936292,16.47576659011857
39,16.04532002562889,17.99126603960692,16.557120091190637
40,15.92757381277286,17.806897734217202,16.6277381860263
41,16.040755369593914,17.983654868860654,16.69359634018633
42,15.94031334484917,17.819568691692588,16.750455189450047
43,15.903154610388327,17.75883688590482,16.803979009359452
44,16.038127558429967,17.978583446989997,16.862575083030777
45,16.072937945145792,18.03277259031923,16.924918336141456
46,16.08338065720337,18.048319305181547,16.979767740589015
47,16.03452629858853,17.969012525971465,17.026419926640315
48,16.097836854063303,18.070838300948257,17.073769694602674
49,16.044615579079032,17.984210700966898,17.11669213729173
50,16.07696181353993,18.038370256847482,17.165414300100743
51,16.119319517763778,18.103737175201587,17.21217130799771
52,16.203647435119436,18.238539944562092,17.260705344957167
53,16.139158464713205,18.13841629937647,17.305032681190678
54,16.22824353878385,18.28084164679854,17.345902952685012
55,16.110360714672762,18.089535635294467,17.380215194146416
56,16.13690601551077,18.134051647684345,17.414380343840214
57,16.21893335754145,18.266064827220603,17.45246031183671
58,16.180983375829378,18.205216252950535,17.48883168218892
59,16.28844189627135,18.37777737697676,17.523955613704153
60,16.246257252258268,18.311976796645133,17.557230897825306
61,16.267259971529967,18.345919265136587,17.589295954656883
62,16.327210758076063,18.44273511205109,17.621712696698186
63,16.340147959333898,18.46253138292742,17.6540951740718
64,16.300072210707345,18.393195771876258,17.685504593966087
65,16.316394831182713,18.41878988374532,17.71718905270069
66,16.379952272220944,18.523133693814255,17.749570609989625
67,16.324375563855348,18.42823483370075,17.775770395427163
68,16.291182115943847,18.377718103162085,17.802229014603107
69,16.2888852261142,18.374346169384335,17.82735388195795
70,16.397332902359445,18.551559115790546,17.855057115407284
71,16.40065827027654,18.559759883915426,17.88398979952592
72,16.479727881055073,18.693892554055147,17.9149639199531
73,16.422654951438673,18.601639678235347,17.94501592369133
74,16.47034856846364,18.677806146803196,17.97111245228153
75,16.451548089578484,18.646914996838003,17.9953605351384
76,16.35116473187049,18.479856536155346,18.015117914777107
77,16.403668135578894,18.566515366396153,18.036439972692396
78,16.507132138102797,18.73807123156992,18.059172662485537
79,16.52913816998952,18.777288715102067,18.085074112232263
80,16.563582912884314,18.836954662179476,18.111930115632997
81,16.611362081447755,18.919527437286405,18.139837762459003
82,16.54315924597654,18.800924117759564,18.16330263982482
83,16.542793634232204,18.802184296662876,18.185492680877047
84,16.623494543316003,18.935095625123,18.20964858654477
