iteration,psnr_noisy,psnr_gt,psnr_gt_sm
0,10.620077389488689,12.232128138783697,12.232128138783697
1,8.802797280907656,9.791075967976054,12.28208722779426
2,10.05153770652174,11.410184566623814,12.330200409471967
3,10.41141618344316,11.905221645485717,12.383269770281728
4,11.972512907278428,14.398112180634282,12.459421578766134
5,12.348083885649046,15.09979933573472,12.545714104894774
6,12.792031164332743,16.118129819297998,12.66187426874091
7,12.872812625533733,16.307368100765267,12.791629970760551
8,13.04210602957253,16.658449796021625,12.92708752090002
9,13.178705042992263,16.97280021502803,13.069464001750642
10,13.264203825916901,17.21034374196382,13.222710069828569
11,13.305927150257855,17.335727754280743,13.384867308872701
12,13.366407875486981,17.49338526765296,13.552626523599493
13,13.414578323671979,17.62837922913339,13.726325175454486
14,13.449429346380901,17.734097247290592,13.904863620856997
15,13.493330438751759,17.872366856684813,14.087006709962765
16,13.531610700845638,17.993514083332972,14.270448319832594
17,13.55456753717921,18.06066428683103,14.452375705018238
18,13.594247132552375,18.17254828019638,14.632415446314193
19,13.611791022296835,18.224418782497875,14.81056431647919
20,13.638075203175095,18.311360900255963,14.987987703806333
21,13.67011150264921,18.42218717073173,15.165005943253378
22,13.694620540609481,18.509447352123672,15.33969588422085
23,13.71143592475205,18.561064190843673,15.50866692083406
24,13.742169537005907,18.657398320701606,15.672651102974273
25,13.767381299380313,18.743771239164168,15.833099296905814
26,13.795822775382426,18.84789564671227,15.990710503884332
27,13.818881049991784,18.94370183761495,16.146783451963984
28,13.848558782386231,19.06247590544884,16.301346947478407
29,13.872192909091448,19.14673217224803,16.450720252116383
30,13.895128679859067,19.221374025804977,16.593267018241463
31,13.923596451402515,19.325099721950274,16.73232007471881
32,13.951226935058578,19.441714426919596,16.870901566856034
33,13.978393426627855,19.56209604903695,17.00836946603912
34,14.002992468994082,19.666585602854408,17.143300060524204
35,14.02821084019034,19.762646993754018,17.274175192495075
36,14.051909541591804,19.849445391236127,17.400003804301104
37,14.077684013320615,19.95275243471629,17.522882891094056
38,14.105407006758368,20.077584053531375,17.64534150089505
39,14.132654174791305,20.20157811746536,17.766659399490596
40,14.157034354861615,20.309880796038872,17.885595471755092
41,14.181074912203343,20.420884597063026,18.002852060934316
42,14.203884347116704,20.530655173928206,18.11868534219608
43,14.223724684125035,20.625670624760282,18.232590540376044
44,14.243091683948993,20.72165095978152,18.344887029132536
45,14.263090939995855,20.823752433821245,18.45552436563
46,14.279980296098735,20.908429608629998,18.56371423005853
47,14.296553177167848,20.990721280774032,18.669236872923815
48,14.31228619631896,21.07305741979483,18.772285537184977
49,14.328455439833114,21.15885421216906,18.873075828863158
50,14.343306685330433,21.236882558319795,18.97149738115594
51,14.358542220512767,21.32093697851946,19.068209728379685
52,14.37292382805795,21.400471058335597,19.16326851020858
53,14.386544553782858,21.46976425979475,19.255882706597585
54,14.400170477284004,21.540170164554723,19.3464355153419
55,14.412575814779927,21.60697915082212,19.435235916173873
56,14.424229680765205,21.6740857727999,19.522551731431715
57,14.435948897151668,21.745073600249206,19.60846215885955
58,14.44656956515937,21.808450199690554,19.692720397910126
59,14.455828026987023,21.85921810204335,19.77483114077177
60,14.46582656494558,21.92138458270207,19.85525396848486
61,14.47540074549796,21.984407207596682,19.934183749418736
62,14.484269387167316,22.035038831258042,20.010957377960583
63,14.493006168013292,22.0915854034533,20.086329489941058
64,14.495931826323185,22.09791774133057,20.158675592109567
65,14.49252599891486,22.09806402633386,20.231388115177
66,14.405485072600161,21.568418108758923,20.29516714485579
67,14.384149253470998,21.451651826925836,20.35814547219852
68,14.38881178662044,21.481956357075806,20.415816210806604
69,14.506127802660036,22.12323758206685,20.475308059786204
70,14.448123375407349,21.81025893201037,20.535710443425778
71,14.483246769210494,22.03298458530151,20.59533603437586
72,14.517791384658876,22.233860003996888,20.65417226519279
73,14.495794439544467,22.09683982778911,20.712840062260526
74,14.553377926432882,22.480405274553124,20.7725910946322
75,14.528773261315763,22.33510692707785,20.83012552927922
76,14.55980317075419,22.471698931591387,20.884390314177143
77,14.551133420287064,22.410714675277458,20.93784184905409
78,14.580320104981784,22.66428595292606,20.994362335267873
79,14.579153757594135,22.678327146987026,21.051165318828357
80,14.590788639315546,22.697146872985464,21.10471052544858
81,14.594779182656879,22.704436172071997,21.155945387598575
82,14.602657697549697,22.802307953085,21.20794725390973
83,14.616770209223178,22.91101202098169,21.26032124290276
84,14.616754725802107,22.878128762438866,21.311052374121118
85,14.6285960779109,22.955515801778258,21.360660947423863
86,14.630868045430795,22.988208220767525,21.409703085693348
87,14.640606268147877,23.050110783827485,21.458406136588216
88,14.646715225570354,23.099967898633494,21.507665452963657
89,14.654346324243184,23.176712680839376,21.556760116839996
90,14.658717074774222,23.188876108151852,21.60345621926005
91,14.659967494222858,23.157544863952204,21.64790366518393
92,14.669366663753836,23.242258262071836,21.693193900868568
93,14.676853191792212,23.338305463982483,21.739982971918124
94,14.6831273120285,23.381524687771318,21.786336544447877
95,14.688187284062423,23.40495256357589,21.831470368952964
96,14.690521327903793,23.414765901038635,21.875270064536075
97,14.69727127737176,23.442882021090806,21.91754140160556
98,14.700147572497722,23.46823507355515,21.959533965888912
99,14.708569445238647,23.569886934750365,22.00271242702458
100,14.714148246844488,23.606717652549833,22.045748316246538
101,14.716798875527232,23.600165915069624,22.087158535736656
102,14.72042873370859,23.630136014778877,22.12775643043717
103,14.72716537714506,23.686575795793328,22.16865866943252
104,14.73292230530231,23.740616901885847,22.20933938087243
105,14.73528742885043,23.757428974432948,22.24923990179821
106,14.73995122109243,23.781132473794035,22.288929935339503
107,14.745010354343155,23.831966264088884,22.328353680677417
108,14.749758240287163,23.865315915358288,22.36732635748193
109,14.754989622943125,23.909129690047983,22.406091202739926
110,14.758531908284315,23.94068914687225,22.44468170624353
111,14.761864781760973,23.957197558471933,22.48270962526042
112,14.764611329388037,23.98439775190967,22.52006899247986
113,14.767448026811241,23.999046321727473,22.557614339746983
114,14.766595017543017,24.00457888208285,22.594218141787028
115,14.760019388646173,23.919809632495422,22.630720516385754
116,14.736121538388458,23.753388804980716,22.66551963959298
117,14.699886996533886,23.404423786588794,22.69970846682994
118,14.662035699222848,23.176692305656967,22.730243121721593
119,14.73460830673205,23.638959939321676,22.761151692398176
120,14.779988880970345,24.104976623396087,22.793970143181067
121,14.738052614231872,23.747524369801084,22.82476953443235
122,14.769376377437577,23.929437047642374,22.85573511792719
123,14.783796676593342,24.178490447217577,22.890074769749063
124,14.765255192174143,23.96460555927105,22.921019896720697
125,14.7906883020722,24.09469950643555,22.950684015702556
126,14.780524176014275,24.14898225645142,22.98476070030029
127,14.793927697133336,24.219858222284756,23.016172796106723
128,14.798245847323997,24.153363419420387,23.044674316613147
129,14.794754951888656,24.232988353857646,23.07690476436161
130,14.820906132884495,24.455862815457028,23.10848837623023
131,14.801851820482039,24.173799419797326,23.13683378816461
132,14.82348455181574,24.47424681130174,23.1689667920951
133,14.830922686082271,24.549150707352986,23.201199002382676
134,14.818383376308311,24.31976672680443,23.229712283570137
135,14.840986293376314,24.601006685292642,23.260709032495328
136,14.836962545404804,24.6033623696831,23.293214424416107
137,14.838808154129804,24.52206471710577,23.322451277322727
138,14.847930353384742,24.62731859635735,23.35201709766747
