iteration,psnr_noisy,psnr_gt,psnr_gt_sm
0,11.467933554091623,12.04403124582212,12.04403124582212
1,8.659041350836322,8.949384254223467,12.100015947291134
2,10.240180723137497,10.665721434734044,12.170510183357461
3,11.108934142095583,11.631552378065857,12.236283892722259
4,12.750526198447433,13.543754940518635,12.318461483449884
5,14.011653104920537,15.113232173906436,12.41369812679282
6,14.49960743778947,15.749748316693816,12.52030345535716
7,14.85123603688355,16.228078922144825,12.639605356575617
8,14.976457666155964,16.403695307626734,12.771259019731938
9,15.154417471570191,16.656284158546,12.915535039602474
10,15.383674458797241,16.98765578514786,13.070509539895808
11,15.555224432263179,17.23984584390438,13.233158745004229
12,15.645866440594759,17.37239803085909,13.40071452520064
13,15.710493263323917,17.467336615047614,13.571860091780026
14,15.795880840902367,17.597301971626372,13.747052738113215
15,15.87337427717248,17.71967713264179,13.926361331668387
16,15.919428544328406,17.79436318499746,14.10874870406726
17,15.985515331288019,17.89856403795391,14.292981928315045
18,16.05858597974677,18.0129352227127,14.477193834854369
19,16.099928038586842,18.077716161492965,14.658418498271622
20,16.136249900439,18.135152494026777,14.835115418168884
21,16.169622099946203,18.188843178172522,15.007562172702178
22,16.19398991602056,18.228457004209282,15.176592641197473
23,16.23351598848773,18.292308056289844,15.342876694696535
24,16.27502962805526,18.3594150732139,15.50570527504271
25,16.313533342548403,18.422682339194708,15.663137769509332
26,16.356078196103844,18.493321942815456,15.814393635841155
27,16.39496953213574,18.5583788201134,15.960577069260289
28,16.431607960282175,18.62010422932523,16.103373242018733
29,16.46248448363541,18.672167312581728,16.242798388522814
30,16.500619198245378,18.73644251217166,16.377896956206996
31,16.529017534470313,18.784388374866875,16.50783677233512
32,16.561342068960784,18.83917143889079,16.633327440667532
33,16.59443068095355,18.89581489799412,16.754985080821207
34,16.62255585030052,18.94453758759768,16.871945309990586
35,16.652734943454227,18.997342304199737,16.984006960848397
36,16.686773224972313,19.05728206373311,17.092666646483615
37,16.723817057076317,19.12291950580455,17.19897422621955
38,16.760479771542837,19.188831972185913,17.302181013017798
39,16.793817772059853,19.249571079309526,17.401856952051237
40,16.83626646131807,19.32617839898491,17.49877759514175
41,16.87876335639408,19.40272788304826,17.593040012021184
42,16.928172306741935,19.49238336955836,17.684515927878813
43,16.98263106553069,19.592548484626946,17.774073682143182
44,17.043948735851213,19.706468532344797,17.863293861973258
45,17.11321318613899,19.836778775735986,17.953746314087336
46,17.18312439709756,19.970907486392157,18.046660749169526
47,17.250319694542963,20.101038337625315,18.14221778230769
48,17.31455716414219,20.22742953027462,18.23913199618225
49,17.380459629953524,20.357609783010272,18.336295325896266
50,17.44468509860654,20.483575121651434,18.432396449287964
51,17.504271532666994,20.60368862166186,18.526161792762572
52,17.560594005546978,20.718417067544515,18.619912722167278
53,17.612860480459073,20.830815752243858,18.713072840440812
54,17.66605239678715,20.942655812953316,18.806707564732235
55,17.71085790308193,21.043819114023012,18.899930320029544
56,17.71804475224566,21.055121235451836,18.992426047436215
57,17.628406087376774,20.87198445824049,19.081715449499093
58,17.575543240925345,20.74812552104161,19.16512839970337
59,17.81298432829071,21.27057278177692,19.252576607027404
60,17.86532559932241,21.37986688288462,19.33777866114785
61,17.89094782525888,21.431105238222475,19.419023434793132
62,17.961048379112338,21.59877834987535,19.502408980321988
63,18.03122117342524,21.76771019450547,19.593088515417932
64,18.059186117082902,21.833967182430698,19.682937529356582
65,18.10603390096227,21.950419528385424,19.76812403242834
66,18.125505712249996,21.997629288222843,19.8510618344735
67,18.194413338227687,22.165305099022127,19.934510275658297
68,18.19779021738774,22.174633259126495,20.016195225353126
69,18.258547171489838,22.326505724021803,20.095964491493636
70,18.252763807572016,22.30734270002191,20.173894711082344
71,18.31577642346603,22.471288877378566,20.252317668708667
72,18.342222367443423,22.5417562676178,20.332697156992406
73,18.377349365357254,22.636687936045984,20.412770282402928
74,18.394025258140147,22.683598197341244,20.489446662926284
75,18.420964692364056,22.750491399485536,20.564427407554323
76,18.45493351352214,22.84271443334504,20.6397222430574
77,18.476399245685165,22.905175633262775,20.71461432181715
78,18.499540249640482,22.963777638973113,20.78821852019852
79,18.515954688074856,23.00682520193015,20.858780511910545
80,18.543788914603066,23.085040654951502,20.929329125806184
81,18.571782591778895,23.165720343871183,21.000839966157642
82,18.589882241612454,23.220004814541277,21.071002300184492
83,18.6074567468949,23.265316632560076,21.140332837918518
84,18.62728455658283,23.323990652557228,21.207554154496933
85,18.649761068404015,23.387400799784345,21.274626295516267
86,18.669568424321316,23.447500072580535,21.3400898452621
87,18.690180971431058,23.508409416348375,21.405459760345007
88,18.709995717086468,23.570377902912284,21.4701567609836
89,18.72692446952368,23.617329628062965,21.534191240410138
90,18.74083578899321,23.659991050362063,21.596955046606624
91,18.758628337673827,23.713195200959532,21.65981317128442
92,18.765518355924506,23.7351536465643,21.720525227668595
93,18.7513225071233,23.679305590661485,21.78118790307507
94,18.638247602210534,23.35250758822977,21.83538056961282
95,18.39118029827873,22.63157330932231,21.892506281040866
96,18.05336165165907,21.813511345206827,21.932946426038562
97,18.676345100755448,23.447521277979433,21.97920481928444
98,18.225503269043703,22.191543725098313,22.023644659948893
99,18.690472832395304,23.496478363713074,22.069075081897715
100,18.476133010929487,22.892432636243004,22.110819668987396
101,18.681166138873767,23.471649512876226,22.15398342316819
102,18.61886656581181,23.263718353926514,22.199119276730165
103,18.669061917672312,23.41318845674889,22.245945779492004
104,18.751671650348,23.685759852734577,22.291005716372908
105,18.700797646025936,23.537653485982307,22.33264455983346
106,18.781081215311033,23.77485588393064,22.374529757015154
107,18.783350726791127,23.760900293852064,22.417659960731964
108,18.78455379125214,23.7594017121949,22.461643057574044
109,18.859411832069426,24.01181153850731,22.505887992660835
110,18.84289464186303,23.967799267353698,22.54935938179755
111,18.882492676041892,24.093671407068634,22.59313562197587
112,18.90842986886233,24.16606210246462,22.637064587221477
113,18.89488739058499,24.114290429875943,22.680955687616606
114,18.9451798323109,24.29223907671521,22.72494371791206
115,18.96091410037861,24.35563542121344,22.76829616110835
116,18.961551097940028,24.35756916157907,22.810931673420797
117,18.994411463183805,24.463560048376056,22.853709210090972
118,18.99034766473388,24.439255368625798,22.896910447027985
119,19.011490362241204,24.514022970678294,22.940388815633007
