iteration,psnr_noisy,psnr_gt,psnr_gt_sm
0,11.213611850630764,11.760194610955995,11.760194610955995
1,9.410057851263609,9.758894117464992,11.82031001787996
2,10.757368752296909,11.241006709030703,11.876307985533046
3,12.160202305964962,12.847578820895365,11.951563659497747
4,13.263212466856125,14.176940942736406,12.051652044810236
5,14.073357802080084,15.191019846830136,12.159373271453633
6,14.507592320273726,15.76264420869534,12.278079219566907
7,14.7644185239756,16.11247008271726,12.408711718489586
8,14.97107746644402,16.4037657999528,12.557377006056418
9,14.820503553802723,16.193735996719035,12.721298604878328
10,14.84013005852191,16.221814182817432,12.895764228179651
11,15.174650902950633,16.688659126530045,13.075698599866215
12,15.188685673802233,16.70660145875378,13.24374462650679
13,15.228694130224767,16.761840457206812,13.41313143229935
14,15.281949733644515,16.843351811462938,13.5938221975405
15,15.379138036779686,16.979023656047733,13.78981652672498
16,15.359784503966713,16.95010768207577,13.990776116876136
17,15.415871471881008,17.03105936069746,14.17109938240381
18,15.592322707296365,17.292574748402906,14.359473230917299
19,15.644258010344213,17.365401373597468,14.531796448129498
20,15.58808984422658,17.286055415004206,14.696762563936526
21,15.57803309491826,17.269755500985166,14.862850347177325
22,15.728657795752115,17.495736101726738,15.033128039869174
23,15.706983090367018,17.46139091860971,15.192195375408055
24,15.791104487459076,17.591152458515737,15.3412637776641
25,15.793683085286842,17.594066429164734,15.48509791216956
26,15.814590439389594,17.626167819807662,15.622060447571968
27,15.653771885634677,17.384115801914216,15.73712601313835
28,15.738924392742874,17.509734327311957,15.860913363470189
29,15.753272147921766,17.532256537159036,15.987962751966737
30,15.813129039097998,17.623409168948854,16.10267877108518
31,15.768953561908381,17.5587495456427,16.210304447560997
32,15.885658506577604,17.736017399814145,16.306042040443668
33,15.647684124057267,17.38043557160124,16.38535073088227
34,15.860928022875003,17.700466975278935,16.473637974090337
35,15.894080062468339,17.74959861148407,16.557822494304663
36,15.900713054537137,17.763359921722202,16.640505953780483
37,15.980195607893767,17.8840942722494,16.717180980510104
38,16.011266084982285,17.932671062592053,16.798686198722915
39,16.004364064283113,17.922623408455934,16.87396845451247
40,16.050395928308365,17.994017671582466,16.946268354978592
41,16.06770016575227,18.017927603926896,17.013711106569332
42,16.064515138983268,18.01822181876696,17.078993897655682
43,15.878424749115478,17.72532134733087,17.133062419433788
44,16.15031126210075,18.15520879742419,17.19248214517249
45,16.132017266809164,18.1233819321426,17.24694915949342
46,16.102474773449618,18.07563421772092,17.29816395643228
47,16.148947420190424,18.148205738771043,17.348625507635806
48,16.161438212022883,18.173922463999894,17.40442145605055
49,16.03732350157132,17.97498323323578,17.444188653916978
50,16.200929731045015,18.232908617307764,17.486734721965593
